T,x,m,msquared,err
2.1025186475463555,-4.999999999999996,0.8686675308641976,0.7564482883401922,0.002272934307675836
2.1395556845833927,-3.8888888888888795,0.8431649382716049,0.7145370353909464,0.003162243610921213
2.1765927216204295,-2.777777777777777,0.8133258024691358,0.6669660030178325,0.003891585515906652
2.2136297586574667,-1.6666666666666607,0.7747185185185185,0.6086274030178328,0.0048348401109396776
2.2506667956945035,-0.555555555555558,0.7071593827160495,0.522627321536351,0.007904017172289848
2.2877038327315407,0.555555555555558,0.5867003703703704,0.44126188888888895,0.016395777131493136
2.3247408697685774,1.6666666666666607,0.2634522222222222,0.31080305102880657,0.025858981392476627
2.3617779068056146,2.777777777777777,0.29151617283950615,0.21551490946502055,0.019015464652493118
2.398814943842652,3.888888888888893,0.038131111111111116,0.1418088581618656,0.01971787696028072
2.4358519808796886,4.999999999999996,-0.009169506172839511,0.09791843319615914,0.01646235976601368
