T,x,m,msquared,err
1.769185314213022,-5.0,0.9628966666666668,0.9288448666666665,0.002153960462866271
1.8802964253241332,-3.8888888888888884,0.9327066666666667,0.8833996,0.006105688269127872
1.9914075364352444,-2.777777777777777,0.9077033333333333,0.8312127333333335,0.004492959092810103
2.1025186475463555,-1.6666666666666652,0.8417233333333334,0.7640563333333333,0.01240567329062726
2.2136297586574667,-0.5555555555555536,0.7208666666666667,0.6729026666666666,0.020604030719044878
2.3247408697685774,0.5555555555555536,0.31062,0.5433444000000001,0.03518292583569636
2.4358519808796886,1.6666666666666652,0.18050333333333335,0.4343499333333334,0.03336063664757536
2.5469630919907997,2.777777777777777,-0.08476666666666668,0.32159946666666667,0.029511915002521195
2.658074203101911,3.8888888888888884,-0.027206666666666667,0.22626546666666672,0.024994473846604075
2.769185314213022,5.0,-0.041576666666666665,0.18963620000000003,0.0228148989560255
